learning_rate,epoch,training_loss,training_error,test_loss,test_error
0.000098,31,0.359793,88.588669,0.359982,89.088188
0.000098,32,0.359792,88.588669,0.359980,89.088188
0.000098,33,0.359791,88.588669,0.359978,89.088188
0.000098,34,0.359789,88.588669,0.359977,89.088188
0.000098,35,0.359787,88.588669,0.359975,89.088188
0.000098,36,0.359785,88.588669,0.359973,89.088188
0.000098,37,0.359783,88.588669,0.359972,89.088188
0.000098,38,0.359781,88.588669,0.359970,89.088188
0.000098,39,0.359779,88.588669,0.359968,89.088188
0.000098,40,0.359778,88.588669,0.359966,89.088188
0.000098,41,0.359776,88.588669,0.359965,89.088188
0.000098,42,0.359774,88.588669,0.359963,89.088188
0.000098,43,0.359772,88.588669,0.359961,89.088188
0.000098,44,0.359771,88.588669,0.359959,89.088188
0.000098,45,0.359769,88.588669,0.359957,89.088188
0.000098,46,0.359767,88.588669,0.359955,89.088188
0.000098,47,0.359765,88.588669,0.359953,89.088188
0.000098,48,0.359763,88.588669,0.359951,89.088188
0.000098,49,0.359761,88.588669,0.359949,89.088188
0.000098,50,0.359759,88.588669,0.359948,89.088188
0.000098,51,0.359757,88.588669,0.359946,89.088188
0.000098,52,0.359755,88.588669,0.359944,89.088188
0.000098,53,0.359753,88.588669,0.359942,89.088188
0.000098,54,0.359750,88.588669,0.359939,89.088188
0.000098,55,0.359748,88.588669,0.359937,89.088188
0.000098,56,0.359746,88.588669,0.359935,89.088188
0.000098,57,0.359744,88.588669,0.359933,89.088188
0.000098,58,0.359742,88.588669,0.359931,89.088188
0.000098,59,0.359739,88.588669,0.359929,89.088188
0.000098,60,0.359737,88.588669,0.359927,89.088188
0.000098,61,0.359735,88.588669,0.359924,89.088188
0.000098,62,0.359733,88.588669,0.359922,89.088188
0.000098,63,0.359731,88.588669,0.359920,89.088188
0.000098,64,0.359728,88.588669,0.359918,89.088188
0.000098,65,0.359726,88.588669,0.359916,89.088188
0.000098,66,0.359723,88.588669,0.359913,89.088188
0.000098,67,0.359720,88.588669,0.359911,89.088188
0.000098,68,0.359718,88.588669,0.359908,89.088188
0.000098,69,0.359715,88.588669,0.359906,89.088188
0.000098,70,0.359712,88.588669,0.359903,89.088188
0.000098,71,0.359710,88.588669,0.359900,89.088188
0.000098,72,0.359707,88.588669,0.359898,89.088188
0.000098,73,0.359705,88.588669,0.359895,89.088188
0.000098,74,0.359702,88.588669,0.359892,89.088188
0.000098,75,0.359699,88.588669,0.359890,89.088188
0.000098,76,0.359696,88.588669,0.359886,89.088188
0.000098,77,0.359693,88.588669,0.359883,89.088188
0.000098,78,0.359690,88.588669,0.359881,89.088188
0.000098,79,0.359686,88.588669,0.359878,89.088188
0.000098,80,0.359683,88.588669,0.359875,89.088188
0.000098,81,0.359680,88.588669,0.359872,89.088188
0.000098,82,0.359677,88.588669,0.359869,89.088188
0.000098,83,0.359673,88.588669,0.359865,89.088188
0.000098,84,0.359670,88.588669,0.359862,89.088188
0.000098,85,0.359666,88.588669,0.359859,89.088188
0.000098,86,0.359663,88.588669,0.359856,89.088188
0.000098,87,0.359659,88.588669,0.359852,89.088188
0.000098,88,0.359655,88.588669,0.359848,89.088188
0.000098,89,0.359651,88.588669,0.359845,89.088188
0.000098,90,0.359648,88.588669,0.359841,89.088188
0.000098,91,0.359644,88.588669,0.359837,89.088188
0.000098,92,0.359639,88.588669,0.359834,89.088188
0.000098,93,0.359635,88.588669,0.359830,89.088188
0.000098,94,0.359631,88.588669,0.359826,89.088188
0.000098,95,0.359626,88.588669,0.359821,89.088188
0.000098,96,0.359622,88.588669,0.359817,89.088188
0.000098,97,0.359618,88.588669,0.359813,89.088188
0.000098,98,0.359613,88.588669,0.359808,89.088188
0.000098,99,0.359608,88.588669,0.359804,89.088188
0.000098,100,0.359603,88.588669,0.359799,89.088188
